reference,date,entity,account_code,account_name,category,description,debit,credit,currency,amount_kes
JNL/01411,2024-11-07,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ClearBank Ltd,166428.69,0.0,KES,166428.69
JNL/01412,2024-11-11,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,295916.15,0.0,KES,295916.15
JNL/01401,2024-11-12,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,6620290.55,KES,6620290.55
JNL/01402,2024-11-13,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,4344076.24,KES,4344076.24
JNL/01406,2024-11-13,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — TransRoute Logistics,1306458.61,0.0,KES,1306458.61
JNL/01405,2024-11-14,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 11/2024,923148.55,0.0,KES,923148.55
JNL/01407,2024-11-15,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Beekeeper Co-op Central,500055.39,0.0,KES,500055.39
JNL/01410,2024-11-19,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,254511.97,0.0,KES,254511.97
JNL/01413,2024-11-20,SHL,70000009,Insurance,Admin,Insurance — Apex Packaging Co,167694.2,0.0,KES,167694.2
JNL/01403,2024-11-21,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 11/2024,3420695.81,0.0,KES,3420695.81
JNL/01441,2024-12-02,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,6813511.85,KES,6813511.85
JNL/01446,2024-12-03,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — TransRoute Logistics,410564.64,0.0,KES,410564.64
JNL/01442,2024-12-04,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 12/2024,5075153.95,0.0,KES,5075153.95
JNL/01452,2024-12-04,SHL,70000009,Insurance,Admin,Insurance — Beekeeper Co-op Central,212161.65,0.0,KES,212161.65
JNL/01448,2024-12-10,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Beekeeper Co-op Central,294826.8,0.0,KES,294826.8
JNL/01449,2024-12-16,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,257741.79,0.0,KES,257741.79
JNL/01447,2024-12-18,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Beekeeper Co-op Central,763886.75,0.0,KES,763886.75
JNL/01450,2024-12-18,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Beekeeper Co-op Central,163410.93,0.0,KES,163410.93
JNL/01444,2024-12-19,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 12/2024,1483727.99,0.0,KES,1483727.99
JNL/01451,2024-12-19,SHL,70000008,Depreciation,Depreciation,Depreciation — Beekeeper Co-op Central,336631.26,0.0,KES,336631.26
JNL/01445,2024-12-20,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — TransRoute Logistics,1298912.23,0.0,KES,1298912.23
JNL/01453,2024-12-23,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,530405.38,0.0,KES,530405.38
JNL/01443,2024-12-30,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 12/2024,2538261.86,0.0,KES,2538261.86
JNL/01440,2024-12-31,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,8776809.93,KES,8776809.93
JNL/01493,2025-01-01,SHL,70000009,Insurance,Admin,Insurance — Beekeeper Co-op Central,169272.35,0.0,KES,169272.35
JNL/01488,2025-01-02,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Nairobi Legal Partners,716134.1,0.0,KES,716134.1
JNL/01491,2025-01-03,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Beekeeper Co-op Central,155075.79,0.0,KES,155075.79
JNL/01484,2025-01-06,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 01/2025,1101555.97,0.0,KES,1101555.97
JNL/01487,2025-01-06,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Nairobi Legal Partners,470161.39,0.0,KES,470161.39
JNL/01483,2025-01-10,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 01/2025,2343026.17,0.0,KES,2343026.17
JNL/01489,2025-01-24,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Beekeeper Co-op Central,300683.32,0.0,KES,300683.32
JNL/01482,2025-01-29,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,3354934.65,KES,3354934.65
JNL/01492,2025-01-29,SHL,70000008,Depreciation,Depreciation,Depreciation — Nairobi Legal Partners,333268.49,0.0,KES,333268.49
JNL/01486,2025-01-30,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Beekeeper Co-op Central,1452004.79,0.0,KES,1452004.79
JNL/01490,2025-01-30,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,274143.31,0.0,KES,274143.31
JNL/01481,2025-01-31,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,4529917.2,KES,4529917.2
JNL/01485,2025-01-31,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 01/2025,725992.78,0.0,KES,725992.78
JNL/01531,2025-02-03,SHL,70000008,Depreciation,Depreciation,Depreciation — SunPower Utilities,328684.46,0.0,KES,328684.46
JNL/01526,2025-02-05,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — TransRoute Logistics,417741.62,0.0,KES,417741.62
JNL/01533,2025-02-12,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,489778.34,0.0,KES,489778.34
JNL/01521,2025-02-13,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,2227131.2,KES,2227131.2
JNL/01523,2025-02-13,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 02/2025,879380.78,0.0,KES,879380.78
JNL/01532,2025-02-14,SHL,70000009,Insurance,Admin,Insurance — Apex Packaging Co,188572.41,0.0,KES,188572.41
JNL/01520,2025-02-17,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,4079457.5,KES,4079457.5
JNL/01527,2025-02-20,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — TransRoute Logistics,699452.5,0.0,KES,699452.5
JNL/01529,2025-02-24,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,295999.34,0.0,KES,295999.34
JNL/01530,2025-02-24,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ClearBank Ltd,164480.5,0.0,KES,164480.5
JNL/01525,2025-02-25,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Apex Packaging Co,1612870.42,0.0,KES,1612870.42
JNL/01524,2025-02-26,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 02/2025,584277.21,0.0,KES,584277.21
JNL/01528,2025-02-26,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — SunPower Utilities,295309.8,0.0,KES,295309.8
JNL/01522,2025-02-28,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 02/2025,1927763.56,0.0,KES,1927763.56
JNL/01568,2025-03-03,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Apex Packaging Co,717501.73,0.0,KES,717501.73
JNL/01563,2025-03-04,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 03/2025,2974465.28,0.0,KES,2974465.28
JNL/01564,2025-03-04,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 03/2025,1157307.64,0.0,KES,1157307.64
JNL/01572,2025-03-04,SHL,70000008,Depreciation,Depreciation,Depreciation — TransRoute Logistics,293098.87,0.0,KES,293098.87
JNL/01561,2025-03-07,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,5326781.84,KES,5326781.84
JNL/01566,2025-03-07,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Beekeeper Co-op Central,1532420.37,0.0,KES,1532420.37
JNL/01562,2025-03-13,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,3816389.03,KES,3816389.03
JNL/01569,2025-03-14,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Nairobi Legal Partners,283057.87,0.0,KES,283057.87
JNL/01571,2025-03-17,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SunPower Utilities,134290.59,0.0,KES,134290.59
JNL/01567,2025-03-24,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,469166.68,0.0,KES,469166.68
JNL/01570,2025-03-24,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,242785.96,0.0,KES,242785.96
JNL/01573,2025-03-24,SHL,70000009,Insurance,Admin,Insurance — Beekeeper Co-op Central,194100.25,0.0,KES,194100.25
JNL/01565,2025-03-26,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 03/2025,675158.59,0.0,KES,675158.59
JNL/01605,2025-04-01,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — TransRoute Logistics,1330439.17,0.0,KES,1330439.17
JNL/01604,2025-04-03,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 04/2025,1018109.31,0.0,KES,1018109.31
JNL/01600,2025-04-08,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,6234645.74,KES,6234645.74
JNL/01602,2025-04-08,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 04/2025,4287822.39,0.0,KES,4287822.39
JNL/01601,2025-04-10,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,4333320.67,KES,4333320.67
JNL/01609,2025-04-10,SHL,70000006,Professional Fees,Admin,Professional Fees — Apex Packaging Co,251865.21,0.0,KES,251865.21
JNL/01613,2025-04-10,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,495293.45,0.0,KES,495293.45
JNL/01608,2025-04-14,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — SunPower Utilities,279845.5,0.0,KES,279845.5
JNL/01610,2025-04-14,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Beekeeper Co-op Central,140217.34,0.0,KES,140217.34
JNL/01606,2025-04-21,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — SunPower Utilities,422324.11,0.0,KES,422324.11
JNL/01611,2025-04-21,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,273991.74,0.0,KES,273991.74
JNL/01603,2025-04-24,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 04/2025,1621055.98,0.0,KES,1621055.98
JNL/01607,2025-04-28,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ClearBank Ltd,608628.99,0.0,KES,608628.99
JNL/01612,2025-04-30,SHL,70000009,Insurance,Admin,Insurance — Apex Packaging Co,172701.0,0.0,KES,172701.0
JNL/01643,2025-05-01,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 05/2025,4333876.34,0.0,KES,4333876.34
JNL/01646,2025-05-02,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Nairobi Legal Partners,1354750.58,0.0,KES,1354750.58
JNL/01652,2025-05-05,SHL,70000008,Depreciation,Depreciation,Depreciation — SunPower Utilities,291414.21,0.0,KES,291414.21
JNL/01645,2025-05-13,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 05/2025,1205614.42,0.0,KES,1205614.42
JNL/01649,2025-05-13,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — SunPower Utilities,268984.39,0.0,KES,268984.39
JNL/01653,2025-05-16,SHL,70000009,Insurance,Admin,Insurance — SunPower Utilities,172661.15,0.0,KES,172661.15
JNL/01647,2025-05-22,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — TransRoute Logistics,430745.98,0.0,KES,430745.98
JNL/01641,2025-05-27,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,8273121.34,KES,8273121.34
JNL/01642,2025-05-27,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,5542389.8,KES,5542389.8
JNL/01650,2025-05-27,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,254641.53,0.0,KES,254641.53
JNL/01648,2025-05-29,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Nairobi Legal Partners,663854.97,0.0,KES,663854.97
JNL/01651,2025-05-29,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SunPower Utilities,141473.62,0.0,KES,141473.62
JNL/01644,2025-05-30,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 05/2025,1968586.82,0.0,KES,1968586.82
JNL/01682,2025-06-02,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 06/2025,5688266.86,0.0,KES,5688266.86
JNL/01688,2025-06-04,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — SunPower Utilities,330667.4,0.0,KES,330667.4
JNL/01681,2025-06-05,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,5845164.64,KES,5845164.64
JNL/01689,2025-06-05,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,286241.88,0.0,KES,286241.88
JNL/01690,2025-06-05,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SunPower Utilities,143168.3,0.0,KES,143168.3
JNL/01691,2025-06-06,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,279987.96,0.0,KES,279987.96
JNL/01685,2025-06-09,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — TransRoute Logistics,1309548.2,0.0,KES,1309548.2
JNL/01692,2025-06-13,SHL,70000009,Insurance,Admin,Insurance — SunPower Utilities,197690.13,0.0,KES,197690.13
JNL/01680,2025-06-23,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,10678431.09,KES,10678431.09
JNL/01693,2025-06-24,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,551525.12,0.0,KES,551525.12
JNL/01686,2025-06-25,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Beekeeper Co-op Central,444821.32,0.0,KES,444821.32
JNL/01687,2025-06-25,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Apex Packaging Co,761068.27,0.0,KES,761068.27
JNL/01684,2025-06-27,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 06/2025,1577421.06,0.0,KES,1577421.06
JNL/01683,2025-06-30,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 06/2025,2305579.41,0.0,KES,2305579.41
JNL/01733,2025-07-01,SHL,70000009,Insurance,Admin,Insurance — SunPower Utilities,200995.1,0.0,KES,200995.1
JNL/01721,2025-07-02,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,10741009.63,KES,10741009.63
JNL/01728,2025-07-02,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — SunPower Utilities,622324.63,0.0,KES,622324.63
JNL/01727,2025-07-07,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,506892.55,0.0,KES,506892.55
JNL/01722,2025-07-15,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,6952248.0,KES,6952248.0
JNL/01730,2025-07-15,SHL,70000006,Professional Fees,Admin,Professional Fees — Nairobi Legal Partners,293983.65,0.0,KES,293983.65
JNL/01725,2025-07-17,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 07/2025,1679449.95,0.0,KES,1679449.95
JNL/01731,2025-07-21,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Apex Packaging Co,140371.38,0.0,KES,140371.38
JNL/01723,2025-07-22,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 07/2025,5961146.68,0.0,KES,5961146.68
JNL/01729,2025-07-23,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — TransRoute Logistics,320844.09,0.0,KES,320844.09
JNL/01732,2025-07-23,SHL,70000008,Depreciation,Depreciation,Depreciation — Apex Packaging Co,272371.57,0.0,KES,272371.57
JNL/01726,2025-07-30,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — SunPower Utilities,1558579.46,0.0,KES,1558579.46
JNL/01724,2025-07-31,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 07/2025,2445460.77,0.0,KES,2445460.77
JNL/01760,2025-08-04,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,8853541.42,KES,8853541.42
JNL/01762,2025-08-04,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 08/2025,5828325.37,0.0,KES,5828325.37
JNL/01768,2025-08-08,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Nairobi Legal Partners,332738.4,0.0,KES,332738.4
JNL/01769,2025-08-08,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,284424.05,0.0,KES,284424.05
JNL/01766,2025-08-12,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — TransRoute Logistics,469140.76,0.0,KES,469140.76
JNL/01772,2025-08-12,SHL,70000009,Insurance,Admin,Insurance — ClearBank Ltd,178531.1,0.0,KES,178531.1
JNL/01763,2025-08-14,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 08/2025,2262889.13,0.0,KES,2262889.13
JNL/01761,2025-08-15,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,7186138.11,KES,7186138.11
JNL/01764,2025-08-18,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 08/2025,1291355.01,0.0,KES,1291355.01
JNL/01765,2025-08-20,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Beekeeper Co-op Central,1545897.37,0.0,KES,1545897.37
JNL/01767,2025-08-20,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Nairobi Legal Partners,689492.97,0.0,KES,689492.97
JNL/01773,2025-08-22,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,529273.56,0.0,KES,529273.56
JNL/01770,2025-08-28,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Apex Packaging Co,139293.1,0.0,KES,139293.1
JNL/01771,2025-08-28,SHL,70000008,Depreciation,Depreciation,Depreciation — SunPower Utilities,290263.24,0.0,KES,290263.24
JNL/01811,2025-09-04,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ClearBank Ltd,159560.07,0.0,KES,159560.07
JNL/01810,2025-09-05,SHL,70000006,Professional Fees,Admin,Professional Fees — ClearBank Ltd,292972.36,0.0,KES,292972.36
JNL/01807,2025-09-09,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,503291.02,0.0,KES,503291.02
JNL/01804,2025-09-10,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 09/2025,2047080.85,0.0,KES,2047080.85
JNL/01806,2025-09-10,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Beekeeper Co-op Central,1572963.26,0.0,KES,1572963.26
JNL/01808,2025-09-11,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Nairobi Legal Partners,694692.26,0.0,KES,694692.26
JNL/01803,2025-09-12,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 09/2025,4791762.56,0.0,KES,4791762.56
JNL/01813,2025-09-12,SHL,70000009,Insurance,Admin,Insurance — Apex Packaging Co,193478.75,0.0,KES,193478.75
JNL/01802,2025-09-22,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,5613823.38,KES,5613823.38
JNL/01801,2025-09-26,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,7563635.78,KES,7563635.78
JNL/01805,2025-09-26,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 09/2025,1057899.43,0.0,KES,1057899.43
JNL/01812,2025-09-29,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,278649.25,0.0,KES,278649.25
JNL/01809,2025-09-30,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ClearBank Ltd,318347.64,0.0,KES,318347.64
JNL/01847,2025-10-01,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — SunPower Utilities,752101.1,0.0,KES,752101.1
JNL/01845,2025-10-06,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Beekeeper Co-op Central,1443434.34,0.0,KES,1443434.34
JNL/01846,2025-10-10,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,447127.2,0.0,KES,447127.2
JNL/01841,2025-10-13,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,4202573.21,KES,4202573.21
JNL/01853,2025-10-14,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,461364.32,0.0,KES,461364.32
JNL/01843,2025-10-17,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 10/2025,1490645.52,0.0,KES,1490645.52
JNL/01848,2025-10-24,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Nairobi Legal Partners,293960.26,0.0,KES,293960.26
JNL/01842,2025-10-27,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 10/2025,3870312.17,0.0,KES,3870312.17
JNL/01849,2025-10-28,SHL,70000006,Professional Fees,Admin,Professional Fees — Beekeeper Co-op Central,271144.76,0.0,KES,271144.76
JNL/01844,2025-10-29,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 10/2025,902733.3,0.0,KES,902733.3
JNL/01850,2025-10-29,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — TransRoute Logistics,156825.0,0.0,KES,156825.0
JNL/01851,2025-10-29,SHL,70000008,Depreciation,Depreciation,Depreciation — Apex Packaging Co,268475.37,0.0,KES,268475.37
JNL/01840,2025-10-30,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,6672593.06,KES,6672593.06
JNL/01852,2025-10-31,SHL,70000009,Insurance,Admin,Insurance — SunPower Utilities,197457.3,0.0,KES,197457.3
JNL/01881,2025-11-04,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,6642406.27,KES,6642406.27
JNL/01889,2025-11-04,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Apex Packaging Co,315595.09,0.0,KES,315595.09
JNL/01886,2025-11-05,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — SunPower Utilities,1279517.9,0.0,KES,1279517.9
JNL/01892,2025-11-05,SHL,70000008,Depreciation,Depreciation,Depreciation — TransRoute Logistics,284379.22,0.0,KES,284379.22
JNL/01885,2025-11-06,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 11/2025,850943.69,0.0,KES,850943.69
JNL/01884,2025-11-11,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 11/2025,1500111.84,0.0,KES,1500111.84
JNL/01887,2025-11-11,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,418369.34,0.0,KES,418369.34
JNL/01893,2025-11-11,SHL,70000009,Insurance,Admin,Insurance — Nairobi Legal Partners,197838.31,0.0,KES,197838.31
JNL/01890,2025-11-12,SHL,70000006,Professional Fees,Admin,Professional Fees — Beekeeper Co-op Central,235809.81,0.0,KES,235809.81
JNL/01883,2025-11-13,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 11/2025,3288525.95,0.0,KES,3288525.95
JNL/01882,2025-11-19,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,3878376.94,KES,3878376.94
JNL/01891,2025-11-27,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — TransRoute Logistics,141857.54,0.0,KES,141857.54
JNL/01888,2025-11-28,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ClearBank Ltd,719454.0,0.0,KES,719454.0
JNL/01925,2025-12-01,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — ClearBank Ltd,1412605.7,0.0,KES,1412605.7
JNL/01920,2025-12-02,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,9187050.83,KES,9187050.83
JNL/01930,2025-12-03,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SunPower Utilities,161616.34,0.0,KES,161616.34
JNL/01933,2025-12-03,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,498491.74,0.0,KES,498491.74
JNL/01928,2025-12-04,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ClearBank Ltd,289004.22,0.0,KES,289004.22
JNL/01932,2025-12-05,SHL,70000009,Insurance,Admin,Insurance — Nairobi Legal Partners,206802.14,0.0,KES,206802.14
JNL/01923,2025-12-12,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 12/2025,2225089.99,0.0,KES,2225089.99
JNL/01931,2025-12-15,SHL,70000008,Depreciation,Depreciation,Depreciation — Apex Packaging Co,277742.66,0.0,KES,277742.66
JNL/01927,2025-12-18,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — SunPower Utilities,673514.53,0.0,KES,673514.53
JNL/01924,2025-12-19,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 12/2025,1455873.72,0.0,KES,1455873.72
JNL/01926,2025-12-22,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Apex Packaging Co,461696.04,0.0,KES,461696.04
JNL/01922,2025-12-23,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 12/2025,5777548.3,0.0,KES,5777548.3
JNL/01921,2025-12-30,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,6312320.16,KES,6312320.16
JNL/01929,2025-12-31,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,294629.26,0.0,KES,294629.26
